mouse_num,dob,injection_date,death_date,tumor_noticed,behavior_noticed,strain,virus,src,age_death_capped,elapsed_from_tumor,elapsed_from_behavior,genes_ko,had_tumor
23021,2020-03-03,2020-03-05,2020-06-06,2020-05-24,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,93,13,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23269,2020-04-01,2020-04-05,2020-09-02,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,300,NA,NA,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23270,2020-04-01,2020-04-05,2020-07-01,NA,2020-06-29,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,87,NA,2,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23271,2020-04-01,2020-04-05,2020-07-21,NA,2020-07-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,107,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23286,2020-04-03,2020-04-05,2020-07-13,NA,2020-06-16,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,99,NA,27,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23287,2020-04-03,2020-04-05,2020-07-01,NA,2020-06-17,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,87,NA,14,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23288,2020-04-03,2020-04-05,2020-06-15,2020-06-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,71,11,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23289,2020-04-03,2020-04-05,2020-06-19,NA,2020-06-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,75,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23290,2020-04-03,2020-04-05,2020-07-13,NA,2020-07-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,99,NA,0,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23291,2020-04-03,2020-04-05,2020-06-29,2020-06-11,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,85,18,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23292,2020-04-03,2020-04-05,2020-08-26,NA,2020-08-25,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,143,NA,1,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23293,2020-04-03,2020-04-05,2020-06-26,NA,2020-06-16,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,NA,10,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23294,2020-04-03,2020-04-05,2020-07-21,2020-06-16,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,107,35,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23295,2020-04-03,2020-04-05,2020-07-27,2020-06-16,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,113,41,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23296,2020-04-03,2020-04-05,2020-06-26,NA,2020-06-17,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,NA,9,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23297,2020-04-03,2020-04-05,2020-08-21,2020-08-04,2020-08-14,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,138,17,7,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23298,2020-04-03,2020-04-05,2020-07-08,NA,2020-07-06,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,94,NA,2,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23299,2020-04-03,2020-04-05,2020-08-07,NA,2020-07-27,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,124,NA,11,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23300,2020-04-03,2020-04-05,2020-06-12,NA,2020-06-12,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,68,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23301,2020-04-03,2020-04-05,2020-07-17,NA,2020-07-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,103,NA,9,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23397,2020-04-10,2020-04-11,2020-06-26,2020-06-08,2020-06-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,18,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23400,2020-04-10,2020-04-11,2020-06-01,NA,2020-05-20,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,51,NA,12,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23460,2020-04-18,2020-04-20,2020-09-09,NA,2020-09-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,142,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23461,2020-04-18,2020-04-20,2020-06-19,NA,2020-06-16,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,60,NA,3,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23463,2020-04-18,2020-04-20,2020-06-29,2020-06-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,70,25,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23464,2020-04-18,2020-04-20,2020-07-08,2020-06-04,2020-07-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,79,34,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23465,2020-04-18,2020-04-20,2020-06-29,2020-06-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,70,25,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23466,2020-04-18,2020-04-20,2020-07-21,2020-06-04,2020-07-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,92,47,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23467,2020-04-19,2020-04-20,2020-08-05,2020-07-08,2020-08-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,107,28,0,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23468,2020-04-19,2020-04-20,2020-08-26,NA,2020-08-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,128,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23469,2020-04-19,2020-04-20,2020-07-16,NA,2020-07-15,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,87,NA,1,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23470,2020-04-19,2020-04-20,2020-06-29,2020-06-12,2020-06-26,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,70,17,3,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23522,2020-04-22,2020-04-23,2020-06-29,NA,2020-06-29,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,67,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23523,2020-04-22,2020-04-23,2020-06-19,NA,2020-06-19,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,57,NA,0,nf1 KO;pten KO;ink KO;atrx KO,FALSE
23524,2020-04-22,2020-04-23,2020-07-16,NA,2020-07-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,84,NA,8,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23525,2020-04-22,2020-04-23,2020-09-17,NA,2020-08-20,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,147,NA,28,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23526,2020-04-22,2020-04-23,2020-07-06,2020-06-04,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,74,32,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23527,2020-04-22,2020-04-23,2020-07-27,2020-06-04,2020-07-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,95,53,6,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23528,2020-04-22,2020-04-23,2020-08-11,2020-08-04,2020-06-25,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,110,7,47,nf1 KO;pten KO;ink KO;atrx KO,TRUE
23783,2020-05-23,2020-05-24,2020-08-09,NA,2020-08-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,77,NA,2,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23784,2020-05-23,2020-05-24,2020-08-17,NA,2020-08-14,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,85,NA,3,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23785,2020-05-23,2020-05-24,2020-08-13,NA,2020-08-07,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,81,NA,6,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23786,2020-05-23,2020-05-24,2020-07-27,2020-07-20,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,64,7,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23787,2020-05-23,2020-05-24,2020-08-04,NA,2020-07-30,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,72,NA,5,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23788,2020-05-23,2020-05-24,2020-06-21,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,28,NA,NA,nf1 KO;pten KO;ink KO;atrx wt,NA
23789,2020-05-23,2020-05-24,2020-07-27,NA,2020-07-27,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,64,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23790,2020-05-23,2020-05-24,2020-08-13,2020-07-27,2020-08-13,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,81,17,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23791,2020-05-23,2020-05-24,2020-07-31,NA,2020-07-27,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,68,NA,4,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23792,2020-05-23,2020-05-24,2020-08-13,NA,2020-08-05,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,81,NA,8,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23822,2020-05-28,2020-05-29,2020-08-11,NA,2020-07-27,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,74,NA,15,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23823,2020-05-28,2020-05-29,2020-07-21,2020-07-21,2020-07-21,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,53,0,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23824,2020-05-28,2020-05-29,2020-07-16,NA,2020-07-08,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,48,NA,8,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23826,2020-05-28,2020-05-29,2020-07-31,NA,2020-07-23,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,63,NA,8,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23828,2020-05-28,2020-05-29,2020-08-21,NA,2020-07-23,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,84,NA,29,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23866,2020-05-30,2020-06-01,2020-08-07,2020-07-27,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,67,11,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23867,2020-05-30,2020-06-01,2020-08-05,NA,2020-07-28,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,65,NA,8,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23964,2020-06-15,2020-06-18,2020-09-02,NA,2020-09-01,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23965,2020-06-15,2020-06-18,2020-09-15,NA,2020-09-14,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,89,NA,1,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23966,2020-06-15,2020-06-18,2020-10-02,NA,2020-09-15,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,106,NA,17,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23967,2020-06-15,2020-06-18,2020-09-15,2020-08-07,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,89,39,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23968,2020-06-15,2020-06-18,2020-09-08,NA,2020-09-02,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,NA,6,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23969,2020-06-15,2020-06-18,2020-09-02,NA,2020-09-01,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
23970,2020-06-15,2020-06-18,2020-08-24,2020-07-28,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,67,27,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
23971,2020-06-15,2020-06-18,2020-09-02,NA,2020-09-01,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,76,NA,1,nf1 KO;pten KO;ink KO;atrx wt,FALSE
24801,2020-09-22,2020-09-22,2021-03-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
24802,2020-09-22,2020-09-22,2021-03-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
24803,2020-09-22,2020-09-22,2021-03-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
24805,2020-09-22,2020-09-22,2021-03-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
24807,2020-09-22,2020-09-22,2021-03-05,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre,RE,300,NA,NA,nf1 wt;pten KO;ink KO;atrx wt,FALSE
24986,2020-10-11,2020-10-12,2020-12-18,NA,2020-12-18,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,67,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
24987,2020-10-11,2020-10-12,2020-12-18,NA,2020-12-18,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,67,NA,0,nf1 KO;pten KO;ink KO;atrx wt,FALSE
24988,2020-10-11,2020-10-12,2021-02-16,NA,2021-02-16,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,127,NA,0,nf1 KO;pten KO;ink KO;atrx wt,TRUE
24989,2020-10-11,2020-10-12,2020-12-24,2020-12-09,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,73,15,NA,nf1 KO;pten KO;ink KO;atrx wt,TRUE
25025,2020-10-13,2020-10-14,2021-01-27,2021-01-21,2021-01-27,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,105,6,0,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25026,2020-10-13,2020-10-14,2021-01-04,2020-12-09,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,82,26,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25027,2020-10-13,2020-10-14,2020-12-30,2020-12-15,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,77,15,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25028,2020-10-13,2020-10-14,2021-02-01,NA,2021-01-29,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,110,NA,3,nf1 KO;pten KO;ink KO;atrx KO,FALSE
25029,2020-10-13,2020-10-14,2020-12-28,2020-12-09,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,75,19,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25031,2020-10-13,2020-10-14,2020-12-30,2020-12-09,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,77,21,NA,nf1 KO;pten KO;ink KO;atrx KO,TRUE
25033,2020-10-13,2020-10-14,2021-01-06,NA,2021-01-04,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,RH,84,NA,2,nf1 KO;pten KO;ink KO;atrx KO,FALSE
