mouse_num,notes_he_ihc_brain,exclude,src,strain_injection,strain,injected_with,resultant_geno,dob,death_date_true,injection_date,behavior_date,mri_imaging_date,observable_tumor_date,end_date,found_dead,injected_by,number_of_cells_injected,vol_injected,index,mouse_id,cage_strain,ntva,pten,ink4a,atrx,h11cas9,tyr_cre,cic,dtva,cage_number,sex,g_comments,metadata,hci_number,tumor,staining,path,folder,filename,img_date,prep_by,slide_date,slide_label,slide_number,necropsy_file_path
23467,"big tumor on slide outside of brain, grade 2-3",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-19,2020-08-05,2020-04-20,2020-08-05,NA,2020-07-08,NA,NA,RH,5x105,5uL,7273,23467-00 (wh),n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1341-5-1,F,Growth on head noted,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-09T15-54-35-R2-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-09T15-54-35-R2-S4,2021-07-09,RH,NA,NA,NA,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23467.xls
23527,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-07-27,2020-04-23,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T13-59-12-R2-S3.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T13-59-12-R2-S3,2021-09-16,RH,NA,NA,6,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
23527,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-07-27,2020-04-23,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T13-24-54-R1-S10.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T13-24-54-R1-S10,2021-07-08,RH,NA,*,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
23527,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-07-27,2020-04-23,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-08-19T10-57-31-R4-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-08-19T10-57-31-R4-S4,2021-08-19,RH,NA,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
23527,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-07-27,2020-04-23,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-24-45-R3-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T14-24-45-R3-S2,2021-09-17,RH,2021-09-09,PERK,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
23527,"low grade glioma in center section towards the side, Ki67 and pERK are not that distinct, but they are positive, PTEN looks less positive in tumor except for positive staining vasculature",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx KO,2020-04-22,2020-07-27,2020-04-23,2020-07-21,NA,2020-06-04,NA,NA,RH,5x105,5uL,7346,23527-01 wh,n-tva;ptenf/f;atrxf/f;cas9f/f;ink4af/f,tg/+,f/f,f/f,f/f,f/f,pwt,pwt,pwt,1380-2-1,M,Beginning domed head,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/slide-2021-09-24T12-32-45-R1-S2.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/,slide-2021-09-24T12-32-45-R1-S2,2021-09-24,TE,2021-09-21,PTEN,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23527.xls
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/slide-2021-09-16T14-27-29-R2-S5.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/Serial H&E/,slide-2021-09-16T14-27-29-R2-S5,2021-09-16,RH,NA,NA,3,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,H&E,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/slide-2021-07-08T14-47-22-R3-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma H&E/,slide-2021-07-08T14-47-22-R3-S4,2021-07-08,RH,NA,NA,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,Ki67,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/slide-2021-09-16T19-22-36-R2-S6.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Ki67/,slide-2021-09-16T19-22-36-R2-S6,2021-09-16,RH,2021-09-08,Ki67,1,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,PERK,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/slide-2021-09-17T14-50-25-R3-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma pErk/,slide-2021-09-17T14-50-25-R3-S4,2021-09-17,RH,NA,PERK,2,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
23786,"large high grade glioma at the base of brain in the center and back sections, palisading necrosis and abnormal vasculature, Ki67 is high throughout except for a distinct shape at the center of the tumor (lymphocytes?) and the necrotic areas, pERK is more expressed towards the bottom edges and absent in that lymphocyte region, PTEN is clearly low in tumor except for vasculature and the lymphocyte region",NA,RH,"N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+, injected with: RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2",N::TVA; H11LSL-Cas9 f/f; Pten f/f; Ink4a/Arf f/f; ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO; pten KO; ink KO; atrx wt,2020-05-23,2020-07-27,2020-05-24,NA,NA,2020-07-20,NA,NA,RH,5x105,5uL,7663,23786-01,n-tva;ptenf/f;atrx+/+;cas9f/f;ink4af/f,tg/+,f/f,f/f,+/+,f/f,pwt,pwt,pwt,1399-1-2,M,Domed head noticed,NA,20,B,PTEN,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/slide-2021-09-24T12-56-50-R1-S4.mrxs,E:/CaseViewer Files/Rick Heinz Caseviewer Files/RH020/Glioma Pten/Bad Pten IHC/,slide-2021-09-24T12-56-50-R1-S4,2021-09-24,RH,2021-09-21,Pten,4,X:/Holmen Lab/Necropsy files/Mouse Necropsy HCI -20-23786.xls
