mouse_num,patho_location,patho_tum_grade,patho_notes,patho_requests,tumor_locations,tumor_grade_he,injected_by,mouse_num_tag,mouse_tag,src,tva,h12,pten,ink,atrx,cells_injected,vol_injected,tva_status,brain_harvested,organs_harvested,tis_fix_etoh,control_or_lgtumor,tis_submitted,brain_ihc_notes,sheri_saw_he,proof_of_mass,slide_on_HD_he,ki67_result,slide_on_HD_ki67,perk_result,slide_on_HD_perk,unstain_slid_avail,tumor_free_surv,glioma_free_surv,cranial_n_tum,intracranial_glioma,head_tumor_skull,lymph_tumor,low_spin_tum,eye_tumor1,auditory_n_to_skin,cutaneous_skin,rib_cage,lethargic,mouse_puffy,paralysis1,hydrocephalus,non_tum_death,nothing_abnormal,found_dead,strain,virus,nf1_ko,pten_ko,ink_ko,atrx_ko,genes_ko,time_after_tum,time_from_behav,pretumorigenic,col_notes,nec_by,dox_tx,zinc_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,nec_comments,tis_brain,tis_optic_n,tis_lung,tis_liver,tis_spinal_c,tis_cran_n,tis_eye,tum_neck,tum_cran_n,tum_spinal_c,tum_head,tum_low_back_ribs,tum_skin,tum_extracranial,tum_shoulder,tum_brain,tum_kidney,tum_bladder,tum_eye,paralysis,abnormal_appearance,nec_NED,img_sample,staining,img_path,img_by,slide_label,slide_number,tyr_cre
26309,NA,NA,NA,NA,no obs,NA,NA,26309-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,0,NA,"loosing mobility in hind legs, could probably have survived longer, but didn't want to risk finding it dead after the weekend, everything appears normal after necropsy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26310,NA,NA,NA,NA,extracranial,NA,NA,26310-30,30,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,0,NA,NA,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26311,NA,NA,NA,NA,extracranial,NA,NA,26311-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,0,NA,NA,"mouse was small and a little emanciated or underdeveloped, and had a small tumor on head. Knowing what happens to older mice, as the tumor just gets bigger and it will be harder to remove brain, this mouse could have lived longer though, froze part of tumor, fixed part of tumor and made cell line from part of tumor, tumor first noticed within 5 days of 4/13, but exact date wasn't recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28201,NA,NA,NA,NA,NA,NA,RH,28201-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,11,NA,NA,"found dead, tumor over left eye.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
28206,NA,NA,NA,NA,NA,NA,RH,28206-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,14,NA,NA,found dead with swollen head.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+/+
28208,NA,NA,NA,NA,"Glioblastoma, Gliosarcoma?",NA,RH,28208-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,18,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",RE,NA,No,NA,NA,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,T2,T3,NA,1,1,NA,T1,Ki67,E:/CaseViewer Files/ihc nf1 glioma/KI67/slide-2022-06-22T11-34-00-R1-S1.mrxs,TE,T1 Ki67,3,+/+
28208,NA,NA,NA,NA,"Glioblastoma, Gliosarcoma?",NA,RH,28208-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,18,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",RE,NA,No,NA,NA,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,T2,T3,NA,1,1,NA,T1,Olig2,E:/CaseViewer Files/ihc nf1 glioma/OLIG2/slide-2022-06-27T09-16-54-R1-S7.mrxs,TE,T1 MF Olig2 TE 6/22,4,+/+
28208,NA,NA,NA,NA,"Glioblastoma, Gliosarcoma?",NA,RH,28208-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,18,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",RE,NA,No,NA,NA,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,T2,T3,NA,1,1,NA,T1,GFAP,E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T10-56-57-R1-S7.mrxs,TE,GFAP,1,+/+
28208,NA,NA,NA,NA,"Glioblastoma, Gliosarcoma?",NA,RH,28208-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,18,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",RE,NA,No,NA,NA,NA,NA,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?) ... Collected: Brain, Lungs, Liver, T1, T2, T3 ... Formalin Fixed: Brain, Lungs, Liver, T1, T2, T3",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,T1,NA,NA,T2,T3,NA,1,1,NA,T1,Synaptophysin,E:/CaseViewer Files/ihc nf1 glioma/Synaptophysin and GFAP and KI67/slide-2022-06-27T11-20-51-R1-S10.mrxs,TE,Synaptophysin,2,+/+
28525,NA,NA,NA,NA,intracranial,NA,NA,28525-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,0,NA,"Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28526,NA,NA,NA,NA,"brain, optic nerve",NA,NA,28526-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,6,NA,NA,"Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve. Bulging eyeball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28527,NA,NA,NA,NA,extracranial,NA,NA,28527-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,14,NA,NA,"Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28528,NA,NA,NA,NA,brain,NA,NA,28528-10,10,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,13,NA,NA,"Swollen brain, watery and soft. Lungs and liver looked healthy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28529,NA,NA,NA,NA,"brain, extracranial",NA,NA,28529-11,11,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,5,5,NA,"Swollen brain, blood in the skull prior to skull incision. Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28530,NA,NA,NA,NA,brain,NA,NA,28530-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,42,NA,"Glioma, no tumor visible but paralysis present. Swollen brain, blood in the skull prior to skull incision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28531,NA,NA,NA,NA,brain,NA,NA,28531-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,21,NA,"Swollen brain, blood in the skull prior to skull incision. Brain was incredibly soft, difficult to remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28532,NA,NA,NA,NA,brain,NA,NA,28532-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten f/f,Ink4a/Arf f/f,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten f/f;Ink4a/Arf f/f;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten KO,ink KO,atrx wt,nf1 KO;pten KO;ink KO;atrx wt,NA,9,NA,"no obs. Tumor, paralyzed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28708,NA,NA,NA,NA,NA,NA,RH,28708-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
28709,NA,NA,NA,NA,NA,NA,RH,28709-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,63,NA,no evidence of tumor,KC,NA,No,NA,NA,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T13-22-47-R1-S6.mrxs,TE,Perk TE,3,Tg/+
28710,NA,NA,NA,NA,NA,NA,RH,28710-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,63,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
28780,NA,NA,NA,NA,NA,NA,RH,28780-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,155,NA,slightly hunched back but no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
28781,NA,NA,NA,NA,NA,NA,RH,28781-00,00,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
28782,NA,NA,NA,NA,NA,NA,RH,28782-01,01,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,KC,NA,No,NA,NA,NA,NA,"Sacked for end date. ... All organs appeared normal, no tumor noted ... Collected: Brain, Lungs, Liver ... Formalin Fixed: Brain, Lungs, Liver",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PERK,E:/Slides/Tori_7-29-22/slide-2022-07-29T14-06-46-R1-S10.mrxs,TE,Perk TE,2,Tg/+
28783,NA,NA,NA,NA,NA,NA,RH,28783-03,03,RE,N-TVA::,H11LSL-Cas9 f/f,Pten +/+,Ink4a/Arf +/+,ATRX +/+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9 f/f;Pten +/+;Ink4a/Arf +/+;ATRX +/+,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,nf1 KO,pten wt,ink wt,atrx wt,nf1 KO;pten wt;ink wt;atrx wt,NA,NA,NA,no evidence of tumor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tg/+
